loc_id,province_state,country_region,latitude,longitude,us_locality,us_state,us_county,continent,geocode-earthJSON
46,"Toronto, ON",Canada,43.6532,-79.3832,,,,North America,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":43.6532,""point.lon"":-79.3832,""boundary.circle.lat"":43.6532,""boundary.circle.lon"":-79.3832,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412472118},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-79.385722,43.657512]},""properties"":{""id"":""1108906449"",""gid"":""whosonfirst:neighbourhood:1108906449"",""layer"":""neighbourhood"",""source"":""whosonfirst"",""source_id"":""1108906449"",""name"":""Bay Street Corridor"",""confidence"":0.6,""distance"":0.521,""accuracy"":""centroid"",""country"":""Canada"",""country_gid"":""whosonfirst:country:85633041"",""country_a"":""CAN"",""region"":""Ontario"",""region_gid"":""whosonfirst:region:85682057"",""region_a"":""ON"",""county"":""Toronto"",""county_gid"":""whosonfirst:county:890457465"",""locality"":""Toronto"",""locality_gid"":""whosonfirst:locality:101735835"",""borough"":""Old Toronto"",""borough_gid"":""whosonfirst:borough:1108833321"",""neighbourhood"":""Bay Street Corridor"",""neighbourhood_gid"":""whosonfirst:neighbourhood:1108906449"",""continent"":""North America"",""continent_gid"":""whosonfirst:continent:102191575"",""label"":""Bay Street Corridor, Toronto, ON, Canada""},""bbox"":[-79.394141415,43.64477561,-79.376974315,43.670226396]}],""bbox"":[-79.394141415,43.64477561,-79.376974315,43.670226396]}"
47,British Columbia,Canada,49.2827,-123.1207,,,,North America,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":49.2827,""point.lon"":-123.1207,""boundary.circle.lat"":49.2827,""boundary.circle.lon"":-123.1207,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412472675},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-123.115807,49.28111]},""properties"":{""id"":""85866519"",""gid"":""whosonfirst:neighbourhood:85866519"",""layer"":""neighbourhood"",""source"":""whosonfirst"",""source_id"":""85866519"",""name"":""Downtown"",""confidence"":0.6,""distance"":0.397,""accuracy"":""centroid"",""country"":""Canada"",""country_gid"":""whosonfirst:country:85633041"",""country_a"":""CAN"",""region"":""British Columbia"",""region_gid"":""whosonfirst:region:85682117"",""region_a"":""BC"",""county"":""Greater Vancouver"",""county_gid"":""whosonfirst:county:890457467"",""county_a"":""MVRD"",""locality"":""Vancouver"",""locality_gid"":""whosonfirst:locality:101741075"",""neighbourhood"":""Downtown"",""neighbourhood_gid"":""whosonfirst:neighbourhood:85866519"",""continent"":""North America"",""continent_gid"":""whosonfirst:continent:102191575"",""label"":""Downtown, Vancouver, BC, Canada""},""bbox"":[-123.136680603,49.27022,-123.099325946,49.2953858]}],""bbox"":[-123.136680603,49.27022,-123.099325946,49.2953858]}"
48,"Los Angeles, CA",US,34.0522,-118.2437,Los Angeles,California,Los Angeles County,North America,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":34.0522,""point.lon"":-118.2437,""boundary.circle.lat"":34.0522,""boundary.circle.lon"":-118.2437,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412473245},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-118.248053,34.036543]},""properties"":{""id"":""85865811"",""gid"":""whosonfirst:neighbourhood:85865811"",""layer"":""neighbourhood"",""source"":""whosonfirst"",""source_id"":""85865811"",""name"":""Downtown Los Angeles"",""confidence"":0.5,""distance"":1.789,""accuracy"":""centroid"",""country"":""United States"",""country_gid"":""whosonfirst:country:85633793"",""country_a"":""USA"",""region"":""California"",""region_gid"":""whosonfirst:region:85688637"",""region_a"":""CA"",""county"":""Los Angeles County"",""county_gid"":""whosonfirst:county:102086957"",""county_a"":""LO"",""locality"":""Los Angeles"",""locality_gid"":""whosonfirst:locality:85923517"",""neighbourhood"":""Downtown Los Angeles"",""neighbourhood_gid"":""whosonfirst:neighbourhood:85865811"",""continent"":""North America"",""continent_gid"":""whosonfirst:continent:102191575"",""label"":""Downtown Los Angeles, Los Angeles, CA, USA""},""bbox"":[-118.274389067,34.0147178668,-118.222597036,34.062726505]}],""bbox"":[-118.274389067,34.0147178668,-118.222597036,34.062726505]}"
49,New South Wales,Australia,-33.8688,151.2093,,,,Oceania,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":-33.8688,""point.lon"":151.2093,""boundary.circle.lat"":-33.8688,""boundary.circle.lon"":151.2093,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412473823},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[151.209618,-33.868713]},""properties"":{""id"":""101932003"",""gid"":""whosonfirst:locality:101932003"",""layer"":""locality"",""source"":""whosonfirst"",""source_id"":""101932003"",""name"":""Sydney"",""confidence"":0.8,""distance"":0.031,""accuracy"":""centroid"",""country"":""Australia"",""country_gid"":""whosonfirst:country:85632793"",""country_a"":""AUS"",""region"":""New South Wales"",""region_gid"":""whosonfirst:region:85681545"",""region_a"":""NSW"",""macrocounty"":""Sydney"",""macrocounty_gid"":""whosonfirst:macrocounty:1376953385"",""county"":""Sydney"",""county_gid"":""whosonfirst:county:102049151"",""county_a"":""SY"",""localadmin"":""Sydney"",""localadmin_gid"":""whosonfirst:localadmin:404226357"",""locality"":""Sydney"",""locality_gid"":""whosonfirst:locality:101932003"",""continent"":""Oceania"",""continent_gid"":""whosonfirst:continent:102191583"",""label"":""Sydney, NSW, Australia""},""bbox"":[151.196957952,-33.878608746,151.223002016,-33.8560679945]}],""bbox"":[151.196957952,-33.878608746,151.223002016,-33.8560679945]}"
50,Victoria,Australia,-37.8136,144.9631,,,,Oceania,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":-37.8136,""point.lon"":144.9631,""boundary.circle.lat"":-37.8136,""boundary.circle.lon"":144.9631,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412474379},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[144.972273,-37.822608]},""properties"":{""id"":""101933229"",""gid"":""whosonfirst:locality:101933229"",""layer"":""locality"",""source"":""whosonfirst"",""source_id"":""101933229"",""name"":""Melbourne"",""confidence"":0.5,""distance"":1.287,""accuracy"":""centroid"",""country"":""Australia"",""country_gid"":""whosonfirst:country:85632793"",""country_a"":""AUS"",""region"":""Victoria"",""region_gid"":""whosonfirst:region:85681497"",""region_a"":""VIC"",""macrocounty"":""Melbourne"",""macrocounty_gid"":""whosonfirst:macrocounty:1376953283"",""county"":""Melbourne"",""county_gid"":""whosonfirst:county:102049169"",""county_a"":""ME"",""localadmin"":""Melbourne"",""localadmin_gid"":""whosonfirst:localadmin:404539427"",""locality"":""Melbourne"",""locality_gid"":""whosonfirst:locality:101933229"",""continent"":""Oceania"",""continent_gid"":""whosonfirst:continent:102191583"",""label"":""Melbourne, VIC, Australia""},""bbox"":[144.95143536,-37.8555269395,144.990094688,-37.799716676]}],""bbox"":[144.95143536,-37.8555269395,144.990094688,-37.799716676]}"
51,Queensland,Australia,-28.0167,153.4,,,,Oceania,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":-28.0167,""point.lon"":153.4,""boundary.circle.lat"":-28.0167,""boundary.circle.lon"":153.4,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412474937},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[153.404795,-28.011108]},""properties"":{""id"":""101934055"",""gid"":""whosonfirst:locality:101934055"",""layer"":""locality"",""source"":""whosonfirst"",""source_id"":""101934055"",""name"":""Bundall"",""confidence"":0.6,""distance"":0.781,""accuracy"":""centroid"",""country"":""Australia"",""country_gid"":""whosonfirst:country:85632793"",""country_a"":""AUS"",""region"":""Queensland"",""region_gid"":""whosonfirst:region:85681463"",""region_a"":""QLD"",""macrocounty"":""Gold Coast"",""macrocounty_gid"":""whosonfirst:macrocounty:1376953307"",""county"":""Gold Coast"",""county_gid"":""whosonfirst:county:102049363"",""county_a"":""GC"",""localadmin"":""Bundall"",""localadmin_gid"":""whosonfirst:localadmin:404541489"",""locality"":""Bundall"",""locality_gid"":""whosonfirst:locality:101934055"",""continent"":""Oceania"",""continent_gid"":""whosonfirst:continent:102191583"",""label"":""Bundall, QLD, Australia""},""bbox"":[153.39594848,-28.029259025,153.414438848,-27.9968390145]}],""bbox"":[153.39594848,-28.029259025,153.414438848,-27.9968390145]}"
52,,Cambodia,11.55,104.9167,,,,Asia,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":11.55,""point.lon"":104.9167,""boundary.circle.lat"":11.55,""boundary.circle.lon"":104.9167,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412475502},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[104.865757,11.563186]},""properties"":{""id"":""1125853197"",""gid"":""whosonfirst:locality:1125853197"",""layer"":""locality"",""source"":""whosonfirst"",""source_id"":""1125853197"",""name"":""Phnom Penh"",""confidence"":0.5,""distance"":5.747,""accuracy"":""centroid"",""country"":""Cambodia"",""country_gid"":""whosonfirst:country:85632359"",""country_a"":""KHM"",""region"":""Phnum Penh"",""region_gid"":""whosonfirst:region:85673063"",""region_a"":""PP"",""county"":""Prampir Meakkara"",""county_gid"":""whosonfirst:county:1108564771"",""county_a"":""PM"",""locality"":""Phnom Penh"",""locality_gid"":""whosonfirst:locality:1125853197"",""continent"":""Asia"",""continent_gid"":""whosonfirst:continent:102191569"",""label"":""Phnom Penh, Cambodia""},""bbox"":[104.720740775,11.4236649278,105.04963697,11.7367342189]}],""bbox"":[104.720740775,11.4236649278,105.04963697,11.7367342189]}"
53,,Sri Lanka,7,81,,,,Asia,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":7,""point.lon"":81,""boundary.circle.lat"":7,""boundary.circle.lon"":81,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412476055},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[81.021453,6.943141]},""properties"":{""id"":""1092059057"",""gid"":""whosonfirst:county:1092059057"",""layer"":""county"",""source"":""whosonfirst"",""source_id"":""1092059057"",""name"":""Hali Ela"",""confidence"":0.5,""distance"":6.759,""accuracy"":""centroid"",""country"":""Sri Lanka"",""country_gid"":""whosonfirst:country:85632313"",""country_a"":""LKA"",""region"":""Badulla"",""region_gid"":""whosonfirst:region:85673801"",""region_a"":""BD"",""county"":""Hali Ela"",""county_gid"":""whosonfirst:county:1092059057"",""county_a"":""HE"",""continent"":""Asia"",""continent_gid"":""whosonfirst:continent:102191569"",""label"":""Hali Ela, Sri Lanka""},""bbox"":[80.9519190118,6.8665345058,81.1231157181,7.03073179786]}],""bbox"":[80.9519190118,6.8665345058,81.1231157181,7.03073179786]}"
54,,Germany,51,9,,,,Europe,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":51,""point.lon"":9,""boundary.circle.lat"":51,""boundary.circle.lon"":9,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412476620},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[8.985731,51.035905]},""properties"":{""id"":""101810123"",""gid"":""whosonfirst:locality:101810123"",""layer"":""locality"",""source"":""whosonfirst"",""source_id"":""101810123"",""name"":""Haina"",""confidence"":0.5,""distance"":4.12,""accuracy"":""centroid"",""country"":""Germany"",""country_gid"":""whosonfirst:country:85633111"",""country_a"":""DEU"",""region"":""Hessen"",""region_gid"":""whosonfirst:region:85682531"",""region_a"":""HE"",""macrocounty"":""Kassel  Government Region"",""macrocounty_gid"":""whosonfirst:macrocounty:404227551"",""county"":""Waldeck-Frankenberg"",""county_gid"":""whosonfirst:county:102063781"",""county_a"":""WF"",""localadmin"":""Haina (Kloster)"",""localadmin_gid"":""whosonfirst:localadmin:1377684979"",""locality"":""Haina"",""locality_gid"":""whosonfirst:locality:101810123"",""continent"":""Europe"",""continent_gid"":""whosonfirst:continent:102191581"",""label"":""Haina, Germany""},""bbox"":[8.86901598202,50.9896712755,9.09719749842,51.0851194961]}],""bbox"":[8.86901598202,50.9896712755,9.09719749842,51.0851194961]}"
55,,Finland,64,26,,,,Europe,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":64,""point.lon"":26,""boundary.circle.lat"":64,""boundary.circle.lon"":26,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412477228},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[25.859749,63.960118]},""properties"":{""id"":""907199465"",""gid"":""whosonfirst:localadmin:907199465"",""layer"":""localadmin"",""source"":""whosonfirst"",""source_id"":""907199465"",""name"":""Karsamaki"",""confidence"":0.5,""distance"":8.162,""accuracy"":""centroid"",""country"":""Finland"",""country_gid"":""whosonfirst:country:85633143"",""country_a"":""FIN"",""macroregion"":""Northern Finland"",""macroregion_gid"":""whosonfirst:macroregion:404227415"",""region"":""Northern Ostrobothnia"",""region_gid"":""whosonfirst:region:85683143"",""county"":""Nivala-Haapajarvi"",""county_gid"":""whosonfirst:county:1159321591"",""localadmin"":""Karsamaki"",""localadmin_gid"":""whosonfirst:localadmin:907199465"",""continent"":""Europe"",""continent_gid"":""whosonfirst:continent:102191581"",""label"":""Karsamaki, Finland""},""bbox"":[25.525033984,63.7868750399,26.251386636,64.1106440026]}],""bbox"":[25.525033984,63.7868750399,26.251386636,64.1106440026]}"
56,,United Arab Emirates,24,54,,,,Asia,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":24,""point.lon"":54,""boundary.circle.lat"":24,""boundary.circle.lon"":54,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412477854},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[53.321592,23.466859]},""properties"":{""id"":""1376826403"",""gid"":""whosonfirst:county:1376826403"",""layer"":""county"",""source"":""whosonfirst"",""source_id"":""1376826403"",""name"":""Al Gharbia"",""confidence"":0.5,""distance"":91.113,""accuracy"":""centroid"",""country"":""United Arab Emirates"",""country_gid"":""whosonfirst:country:85632573"",""country_a"":""ARE"",""region"":""Abu Dhabi"",""region_gid"":""whosonfirst:region:85667981"",""region_a"":""AZ"",""county"":""Al Gharbia"",""county_gid"":""whosonfirst:county:1376826403"",""continent"":""Asia"",""continent_gid"":""whosonfirst:continent:102191569"",""label"":""Al Gharbia, United Arab Emirates""},""bbox"":[51.583751678,22.705882775,54.8055789597,24.381332397]}],""bbox"":[51.583751678,22.705882775,54.8055789597,24.381332397]}"
57,,Philippines,13,122,,,,,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":13,""point.lon"":122,""boundary.circle.lat"":13,""boundary.circle.lon"":122,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412478522},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[122.420309,12.514937]},""properties"":{""id"":""404529499"",""gid"":""whosonfirst:marinearea:404529499"",""layer"":""marinearea"",""source"":""whosonfirst"",""source_id"":""404529499"",""name"":""Sibuyan Sea"",""confidence"":0.5,""distance"":70.697,""accuracy"":""centroid"",""marinearea"":""Sibuyan Sea"",""marinearea_gid"":""whosonfirst:marinearea:404529499"",""label"":""Sibuyan Sea""},""bbox"":[121.412155389,11.4411624211,123.375430124,13.575946502]}],""bbox"":[121.412155389,11.4411624211,123.375430124,13.575946502]}"
58,,India,21,78,,,,Asia,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":21,""point.lon"":78,""boundary.circle.lat"":21,""boundary.circle.lon"":78,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412479073},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[77.572016,21.18784]},""properties"":{""id"":""1108696295"",""gid"":""whosonfirst:county:1108696295"",""layer"":""county"",""source"":""whosonfirst"",""source_id"":""1108696295"",""name"":""Amravati"",""confidence"":0.5,""distance"":49.123,""accuracy"":""centroid"",""country"":""India"",""country_gid"":""whosonfirst:country:85632469"",""country_a"":""IND"",""region"":""Maharashtra"",""region_gid"":""whosonfirst:region:85672171"",""region_a"":""MH"",""county"":""Amravati"",""county_gid"":""whosonfirst:county:1108696295"",""county_a"":""AM"",""continent"":""Asia"",""continent_gid"":""whosonfirst:continent:102191569"",""label"":""Amravati, India""},""bbox"":[76.626204311,20.5399354365,78.4515069712,21.7690181564]}],""bbox"":[76.626204311,20.5399354365,78.4515069712,21.7690181564]}"
59,"London, ON",Canada,42.9849,-81.2453,,,,North America,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":42.9849,""point.lon"":-81.2453,""boundary.circle.lat"":42.9849,""boundary.circle.lon"":-81.2453,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412479629},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-81.237845,42.95344]},""properties"":{""id"":""101735809"",""gid"":""whosonfirst:locality:101735809"",""layer"":""locality"",""source"":""whosonfirst"",""source_id"":""101735809"",""name"":""London"",""confidence"":0.5,""distance"":3.554,""accuracy"":""centroid"",""country"":""Canada"",""country_gid"":""whosonfirst:country:85633041"",""country_a"":""CAN"",""region"":""Ontario"",""region_gid"":""whosonfirst:region:85682057"",""region_a"":""ON"",""county"":""Middlesex"",""county_gid"":""whosonfirst:county:890457469"",""locality"":""London"",""locality_gid"":""whosonfirst:locality:101735809"",""continent"":""North America"",""continent_gid"":""whosonfirst:continent:102191575"",""label"":""London, ON, Canada""},""bbox"":[-81.3906556,42.8245154,-81.1070784,43.0730469]}],""bbox"":[-81.3906556,42.8245154,-81.1070784,43.0730469]}"
60,,Italy,43,12,,,,Europe,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":43,""point.lon"":12,""boundary.circle.lat"":43,""boundary.circle.lon"":12,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412480227},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[11.997753,42.953553]},""properties"":{""id"":""404458091"",""gid"":""whosonfirst:localadmin:404458091"",""layer"":""localadmin"",""source"":""whosonfirst"",""source_id"":""404458091"",""name"":""Città Della Pieve"",""confidence"":0.5,""distance"":5.174,""accuracy"":""centroid"",""country"":""Italy"",""country_gid"":""whosonfirst:country:85633253"",""country_a"":""ITA"",""macroregion"":""Umbria"",""macroregion_gid"":""whosonfirst:macroregion:404227513"",""region"":""Perugia"",""region_gid"":""whosonfirst:region:85685439"",""region_a"":""PG"",""localadmin"":""Città Della Pieve"",""localadmin_gid"":""whosonfirst:localadmin:404458091"",""continent"":""Europe"",""continent_gid"":""whosonfirst:continent:102191581"",""label"":""Città Della Pieve, Italy""},""bbox"":[11.9327809025,42.86180663,12.0633111506,43.0237771803]}],""bbox"":[11.9327809025,42.86180663,12.0633111506,43.0237771803]}"
61,,UK,55,-3,,,,Europe,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":55,""point.lon"":-3,""boundary.circle.lat"":55,""boundary.circle.lon"":-3,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412480775},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-2.997613,55.023542]},""properties"":{""id"":""1360755231"",""gid"":""whosonfirst:locality:1360755231"",""layer"":""locality"",""source"":""whosonfirst"",""source_id"":""1360755231"",""name"":""Kirkandrews"",""confidence"":0.5,""distance"":2.625,""accuracy"":""centroid"",""country"":""United Kingdom"",""country_gid"":""whosonfirst:country:85633159"",""country_a"":""GBR"",""macroregion"":""England"",""macroregion_gid"":""whosonfirst:macroregion:404227469"",""region"":""Cumbria"",""region_gid"":""whosonfirst:region:1360698721"",""county"":""Cumbria"",""county_gid"":""whosonfirst:county:1360698877"",""county_a"":""CU"",""localadmin"":""Kirkandrews"",""localadmin_gid"":""whosonfirst:localadmin:404447397"",""locality"":""Kirkandrews"",""locality_gid"":""whosonfirst:locality:1360755231"",""continent"":""Europe"",""continent_gid"":""whosonfirst:continent:102191581"",""label"":""Kirkandrews, England, United Kingdom""},""bbox"":[-3.05840890014,54.9651942984,-2.90081117374,55.0790910869]}],""bbox"":[-3.05840890014,54.9651942984,-2.90081117374,55.0790910869]}"
